ciudad_origen,ciudad_destino,horario_inicio,horario_final,dia_inicio,tipo,dia_final,duracion_viaje,precio
Dueñas,Valladolid,13:43:00,14:01:00,2024-11-21,tren,2024-11-21,18.0,8.95
Valladolid,Medina del Campo,14:08:00,14:34:00,2024-11-21,tren,2024-11-21,26.0,10.8
Medina del Campo,El Campillo,14:35:00,14:44:00,2024-11-21,tren,2024-11-21,9.0,6.86
El Campillo,Carpio,14:44:00,14:57:00,2024-11-21,tren,2024-11-21,13.0,7.78
Carpio,Fresno el Viejo,14:58:00,15:01:00,2024-11-21,tren,2024-11-21,3.0,5.46
Fresno el Viejo,Cantalapiedra,15:01:00,15:07:00,2024-11-21,tren,2024-11-21,6.0,6.16
Cantalapiedra,El Pedroso de la Armuña,15:08:00,15:19:00,2024-11-21,tren,2024-11-21,11.0,7.32
El Pedroso de la Armuña,Gomecello,15:19:00,15:28:00,2024-11-21,tren,2024-11-21,9.0,6.86
Gomecello,Salamanca,15:28:00,15:42:00,2024-11-21,tren,2024-11-21,14.0,8.02
Palencia,Venta de Baños,13:25:00,13:36:00,2024-11-22,tren,2024-11-22,11.0,7.32
Venta de Baños,Dueñas,13:37:00,13:43:00,2024-11-22,tren,2024-11-22,6.0,6.16
Dueñas,Valladolid,13:43:00,14:01:00,2024-11-22,tren,2024-11-22,18.0,8.95
Valladolid,Medina del Campo,14:08:00,14:34:00,2024-11-22,tren,2024-11-22,26.0,10.8
Medina del Campo,El Campillo,14:35:00,14:44:00,2024-11-22,tren,2024-11-22,9.0,6.86
El Campillo,Carpio,14:44:00,14:57:00,2024-11-22,tren,2024-11-22,13.0,7.78
Carpio,Fresno el Viejo,14:58:00,15:01:00,2024-11-22,tren,2024-11-22,3.0,5.46
Fresno el Viejo,Cantalapiedra,15:01:00,15:07:00,2024-11-22,tren,2024-11-22,6.0,6.16
Cantalapiedra,El Pedroso de la Armuña,15:08:00,15:19:00,2024-11-22,tren,2024-11-22,11.0,7.32
El Pedroso de la Armuña,Gomecello,15:19:00,15:28:00,2024-11-22,tren,2024-11-22,9.0,6.86
Gomecello,Salamanca,15:28:00,15:42:00,2024-11-22,tren,2024-11-22,14.0,8.02
Palencia,Venta de Baños,13:25:00,13:36:00,2024-11-23,tren,2024-11-23,11.0,7.32
Venta de Baños,Dueñas,13:37:00,13:43:00,2024-11-23,tren,2024-11-23,6.0,6.16
Dueñas,Valladolid,13:43:00,14:01:00,2024-11-23,tren,2024-11-23,18.0,8.95
Valladolid,Medina del Campo,14:08:00,14:34:00,2024-11-23,tren,2024-11-23,26.0,10.8
Medina del Campo,El Campillo,14:35:00,14:44:00,2024-11-23,tren,2024-11-23,9.0,6.86
El Campillo,Carpio,14:44:00,14:57:00,2024-11-23,tren,2024-11-23,13.0,7.78
Carpio,Fresno el Viejo,14:58:00,15:01:00,2024-11-23,tren,2024-11-23,3.0,5.46
Fresno el Viejo,Cantalapiedra,15:01:00,15:07:00,2024-11-23,tren,2024-11-23,6.0,6.16
Cantalapiedra,El Pedroso de la Armuña,15:08:00,15:19:00,2024-11-23,tren,2024-11-23,11.0,7.32
El Pedroso de la Armuña,Gomecello,15:19:00,15:28:00,2024-11-23,tren,2024-11-23,9.0,6.86
Gomecello,Salamanca,15:28:00,15:42:00,2024-11-23,tren,2024-11-23,14.0,8.02
Salamanca,Medina del Campo,06:00:00,06:38:00,2024-10-28,tren,2024-10-28,38.0,13.59
Medina del Campo,Valladolid,06:39:00,07:05:00,2024-10-28,tren,2024-10-28,26.0,10.8
Salamanca,Medina del Campo,06:00:00,06:38:00,2024-11-02,tren,2024-11-02,38.0,13.59
Medina del Campo,Valladolid,06:39:00,07:05:00,2024-11-02,tren,2024-11-02,26.0,10.8
Salamanca,Medina del Campo,06:00:00,06:38:00,2024-12-10,tren,2024-12-10,38.0,13.59
Medina del Campo,Valladolid,06:39:00,07:05:00,2024-12-10,tren,2024-12-10,26.0,10.8
Salamanca,Gomecello,20:50:00,20:59:00,2024-10-28,tren,2024-10-28,9.0,6.86
Gomecello,Pitiegua,20:59:00,21:04:00,2024-10-28,tren,2024-10-28,5.0,5.93
Pitiegua,El Pedroso de la Armuña,21:04:00,21:08:00,2024-10-28,tren,2024-10-28,4.0,5.7
El Pedroso de la Armuña,Cantalapiedra,21:08:00,21:19:00,2024-10-28,tren,2024-10-28,11.0,7.32
Cantalapiedra,Fresno el Viejo,21:20:00,21:26:00,2024-10-28,tren,2024-10-28,6.0,6.16
Fresno el Viejo,Carpio,21:26:00,21:29:00,2024-10-28,tren,2024-10-28,3.0,5.46
Carpio,El Campillo,21:29:00,21:35:00,2024-10-28,tren,2024-10-28,6.0,6.16
El Campillo,Medina del Campo,21:35:00,21:44:00,2024-10-28,tren,2024-10-28,9.0,6.86
Medina del Campo,Pozaldez,21:45:00,21:52:00,2024-10-28,tren,2024-10-28,7.0,6.39
Pozaldez,Matapozuelos,21:52:00,21:58:00,2024-10-28,tren,2024-10-28,6.0,6.16
Matapozuelos,Valdestillas,21:58:00,22:03:00,2024-10-28,tren,2024-10-28,5.0,5.93
Valdestillas,Viana de Cega,22:03:00,22:07:00,2024-10-28,tren,2024-10-28,4.0,5.7
Viana de Cega,Valladolid,22:07:00,22:20:00,2024-10-28,tren,2024-10-28,13.0,7.78
Salamanca,Medina del Campo,16:08:00,16:47:00,2024-10-28,tren,2024-10-28,39.0,13.82
Medina del Campo,Valladolid,16:48:00,17:16:00,2024-10-28,tren,2024-10-28,28.0,11.27
Valladolid,Viana de Cega,21:22:00,21:33:00,2024-10-28,tren,2024-10-28,11.0,7.32
Viana de Cega,Valdestillas,21:33:00,21:37:00,2024-10-28,tren,2024-10-28,4.0,5.7
Valdestillas,Matapozuelos,21:37:00,21:43:00,2024-10-28,tren,2024-10-28,6.0,6.16
Matapozuelos,Pozaldez,21:43:00,21:50:00,2024-10-28,tren,2024-10-28,7.0,6.39
Pozaldez,Medina del Campo,21:52:00,22:00:00,2024-10-28,tren,2024-10-28,8.0,6.62
Medina del Campo,Salamanca,22:01:00,22:41:00,2024-10-28,tren,2024-10-28,40.0,14.05
Valladolid,Viana de Cega,18:56:00,19:09:00,2024-10-28,tren,2024-10-28,13.0,7.78
Viana de Cega,Valdestillas,19:09:00,19:14:00,2024-10-28,tren,2024-10-28,5.0,5.93
Valdestillas,Matapozuelos,19:14:00,19:19:00,2024-10-28,tren,2024-10-28,5.0,5.93
Matapozuelos,Pozaldez,19:19:00,19:25:00,2024-10-28,tren,2024-10-28,6.0,6.16
Pozaldez,Medina del Campo,19:25:00,19:33:00,2024-10-28,tren,2024-10-28,8.0,6.62
Medina del Campo,Carpio,19:34:00,19:48:00,2024-10-28,tren,2024-10-28,14.0,8.02
Carpio,Fresno el Viejo,19:48:00,19:52:00,2024-10-28,tren,2024-10-28,4.0,5.7
Fresno el Viejo,Cantalapiedra,19:52:00,19:58:00,2024-10-28,tren,2024-10-28,6.0,6.16
Cantalapiedra,Gomecello,19:58:00,20:16:00,2024-10-28,tren,2024-10-28,18.0,8.95
Gomecello,Salamanca,20:16:00,20:27:00,2024-10-28,tren,2024-10-28,11.0,7.32
Puebla de Sanabria,Manzanal de Arriba,07:02:00,07:16:00,2024-10-28,tren,2024-10-28,14.0,8.02
Manzanal de Arriba,Riofrío de Aliste,07:16:00,07:33:00,2024-10-28,tren,2024-10-28,17.0,8.71
Riofrío de Aliste,Sarracín de Aliste,07:33:00,07:36:00,2024-10-28,tren,2024-10-28,3.0,5.46
Sarracín de Aliste,Riofrío de Aliste,07:37:00,07:43:00,2024-10-28,tren,2024-10-28,6.0,6.16
Riofrío de Aliste,Ferreruela,07:43:00,07:49:00,2024-10-28,tren,2024-10-28,6.0,6.16
Ferreruela,Carbajales de Alba,07:49:00,08:02:00,2024-10-28,tren,2024-10-28,13.0,7.78
Carbajales de Alba,Zamora,08:02:00,08:25:00,2024-10-28,tren,2024-10-28,23.0,10.11
Zamora,Toro,08:26:00,08:46:00,2024-10-28,tren,2024-10-28,20.0,9.41
Toro,Nava del Rey,08:46:00,09:09:00,2024-10-28,tren,2024-10-28,23.0,10.11
Nava del Rey,Medina del Campo,09:09:00,09:20:00,2024-10-28,tren,2024-10-28,11.0,7.32
Medina del Campo,Pozaldez,09:21:00,09:28:00,2024-10-28,tren,2024-10-28,7.0,6.39
Pozaldez,Matapozuelos,09:29:00,09:33:00,2024-10-28,tren,2024-10-28,4.0,5.7
Matapozuelos,Valdestillas,09:34:00,09:40:00,2024-10-28,tren,2024-10-28,6.0,6.16
Valdestillas,Viana de Cega,09:41:00,09:45:00,2024-10-28,tren,2024-10-28,4.0,5.7
Viana de Cega,Valladolid,09:46:00,09:58:00,2024-10-28,tren,2024-10-28,12.0,7.55
Puebla de Sanabria,Manzanal de Arriba,07:02:00,07:16:00,2024-11-02,tren,2024-11-02,14.0,8.02
Manzanal de Arriba,Riofrío de Aliste,07:16:00,07:33:00,2024-11-02,tren,2024-11-02,17.0,8.71
Riofrío de Aliste,Sarracín de Aliste,07:33:00,07:36:00,2024-11-02,tren,2024-11-02,3.0,5.46
Sarracín de Aliste,Riofrío de Aliste,07:37:00,07:43:00,2024-11-02,tren,2024-11-02,6.0,6.16
Riofrío de Aliste,Ferreruela,07:43:00,07:49:00,2024-11-02,tren,2024-11-02,6.0,6.16
Ferreruela,Carbajales de Alba,07:49:00,08:02:00,2024-11-02,tren,2024-11-02,13.0,7.78
Carbajales de Alba,Zamora,08:02:00,08:25:00,2024-11-02,tren,2024-11-02,23.0,10.11
Zamora,Toro,08:26:00,08:46:00,2024-11-02,tren,2024-11-02,20.0,9.41
Toro,Nava del Rey,08:46:00,09:09:00,2024-11-02,tren,2024-11-02,23.0,10.11
Nava del Rey,Medina del Campo,09:09:00,09:20:00,2024-11-02,tren,2024-11-02,11.0,7.32
Medina del Campo,Pozaldez,09:21:00,09:28:00,2024-11-02,tren,2024-11-02,7.0,6.39
Pozaldez,Matapozuelos,09:29:00,09:33:00,2024-11-02,tren,2024-11-02,4.0,5.7
Matapozuelos,Valdestillas,09:34:00,09:40:00,2024-11-02,tren,2024-11-02,6.0,6.16
Valdestillas,Viana de Cega,09:41:00,09:45:00,2024-11-02,tren,2024-11-02,4.0,5.7
Viana de Cega,Valladolid,09:46:00,09:58:00,2024-11-02,tren,2024-11-02,12.0,7.55
Puebla de Sanabria,Manzanal de Arriba,07:02:00,07:16:00,2024-12-10,tren,2024-12-10,14.0,8.02
Manzanal de Arriba,Riofrío de Aliste,07:16:00,07:33:00,2024-12-10,tren,2024-12-10,17.0,8.71
Riofrío de Aliste,Sarracín de Aliste,07:33:00,07:36:00,2024-12-10,tren,2024-12-10,3.0,5.46
Sarracín de Aliste,Riofrío de Aliste,07:37:00,07:43:00,2024-12-10,tren,2024-12-10,6.0,6.16
Riofrío de Aliste,Ferreruela,07:43:00,07:49:00,2024-12-10,tren,2024-12-10,6.0,6.16
Ferreruela,Carbajales de Alba,07:49:00,08:02:00,2024-12-10,tren,2024-12-10,13.0,7.78
Carbajales de Alba,Zamora,08:02:00,08:25:00,2024-12-10,tren,2024-12-10,23.0,10.11
Zamora,Toro,08:26:00,08:46:00,2024-12-10,tren,2024-12-10,20.0,9.41
Toro,Nava del Rey,08:46:00,09:09:00,2024-12-10,tren,2024-12-10,23.0,10.11
Nava del Rey,Medina del Campo,09:09:00,09:20:00,2024-12-10,tren,2024-12-10,11.0,7.32
Medina del Campo,Pozaldez,09:21:00,09:28:00,2024-12-10,tren,2024-12-10,7.0,6.39
Pozaldez,Matapozuelos,09:29:00,09:33:00,2024-12-10,tren,2024-12-10,4.0,5.7
Matapozuelos,Valdestillas,09:34:00,09:40:00,2024-12-10,tren,2024-12-10,6.0,6.16
Valdestillas,Viana de Cega,09:41:00,09:45:00,2024-12-10,tren,2024-12-10,4.0,5.7
Viana de Cega,Valladolid,09:46:00,09:58:00,2024-12-10,tren,2024-12-10,12.0,7.55
Puebla de Sanabria,Manzanal de Arriba,07:30:00,07:44:00,2024-11-01,tren,2024-11-01,14.0,8.02
Manzanal de Arriba,Riofrío de Aliste,07:44:00,08:01:00,2024-11-01,tren,2024-11-01,17.0,8.71
Riofrío de Aliste,Sarracín de Aliste,08:01:00,08:04:00,2024-11-01,tren,2024-11-01,3.0,5.46
Sarracín de Aliste,Riofrío de Aliste,08:05:00,08:11:00,2024-11-01,tren,2024-11-01,6.0,6.16
Riofrío de Aliste,Ferreruela,08:11:00,08:17:00,2024-11-01,tren,2024-11-01,6.0,6.16
Ferreruela,Carbajales de Alba,08:17:00,08:30:00,2024-11-01,tren,2024-11-01,13.0,7.78
Carbajales de Alba,Zamora,08:30:00,08:53:00,2024-11-01,tren,2024-11-01,23.0,10.11
Zamora,Toro,08:54:00,09:14:00,2024-11-01,tren,2024-11-01,20.0,9.41
Toro,Nava del Rey,09:14:00,09:36:00,2024-11-01,tren,2024-11-01,22.0,9.87
Nava del Rey,Medina del Campo,09:36:00,09:47:00,2024-11-01,tren,2024-11-01,11.0,7.32
Medina del Campo,Pozaldez,09:48:00,09:55:00,2024-11-01,tren,2024-11-01,7.0,6.39
Pozaldez,Matapozuelos,09:55:00,10:00:00,2024-11-01,tren,2024-11-01,5.0,5.93
Matapozuelos,Valdestillas,10:00:00,10:06:00,2024-11-01,tren,2024-11-01,6.0,6.16
Valdestillas,Viana de Cega,10:06:00,10:11:00,2024-11-01,tren,2024-11-01,5.0,5.93
Viana de Cega,Valladolid,10:11:00,10:25:00,2024-11-01,tren,2024-11-01,14.0,8.02
Puebla de Sanabria,Manzanal de Arriba,07:30:00,07:44:00,2024-11-02,tren,2024-11-02,14.0,8.02
Manzanal de Arriba,Riofrío de Aliste,07:44:00,08:01:00,2024-11-02,tren,2024-11-02,17.0,8.71
Riofrío de Aliste,Sarracín de Aliste,08:01:00,08:04:00,2024-11-02,tren,2024-11-02,3.0,5.46
Sarracín de Aliste,Riofrío de Aliste,08:05:00,08:11:00,2024-11-02,tren,2024-11-02,6.0,6.16
Riofrío de Aliste,Ferreruela,08:11:00,08:17:00,2024-11-02,tren,2024-11-02,6.0,6.16
Ferreruela,Carbajales de Alba,08:17:00,08:30:00,2024-11-02,tren,2024-11-02,13.0,7.78
Carbajales de Alba,Zamora,08:30:00,08:53:00,2024-11-02,tren,2024-11-02,23.0,10.11
Zamora,Toro,08:54:00,09:14:00,2024-11-02,tren,2024-11-02,20.0,9.41
Toro,Nava del Rey,09:14:00,09:36:00,2024-11-02,tren,2024-11-02,22.0,9.87
Nava del Rey,Medina del Campo,09:36:00,09:47:00,2024-11-02,tren,2024-11-02,11.0,7.32
Medina del Campo,Pozaldez,09:48:00,09:55:00,2024-11-02,tren,2024-11-02,7.0,6.39
Pozaldez,Matapozuelos,09:55:00,10:00:00,2024-11-02,tren,2024-11-02,5.0,5.93
Matapozuelos,Valdestillas,10:00:00,10:06:00,2024-11-02,tren,2024-11-02,6.0,6.16
Valdestillas,Viana de Cega,10:06:00,10:11:00,2024-11-02,tren,2024-11-02,5.0,5.93
Viana de Cega,Valladolid,10:11:00,10:25:00,2024-11-02,tren,2024-11-02,14.0,8.02
Puebla de Sanabria,Manzanal de Arriba,07:30:00,07:44:00,2024-12-06,tren,2024-12-06,14.0,8.02
Manzanal de Arriba,Riofrío de Aliste,07:44:00,08:01:00,2024-12-06,tren,2024-12-06,17.0,8.71
Riofrío de Aliste,Sarracín de Aliste,08:01:00,08:04:00,2024-12-06,tren,2024-12-06,3.0,5.46
Sarracín de Aliste,Riofrío de Aliste,08:05:00,08:11:00,2024-12-06,tren,2024-12-06,6.0,6.16
Riofrío de Aliste,Ferreruela,08:11:00,08:17:00,2024-12-06,tren,2024-12-06,6.0,6.16
Ferreruela,Carbajales de Alba,08:17:00,08:30:00,2024-12-06,tren,2024-12-06,13.0,7.78
Carbajales de Alba,Zamora,08:30:00,08:53:00,2024-12-06,tren,2024-12-06,23.0,10.11
Zamora,Toro,08:54:00,09:14:00,2024-12-06,tren,2024-12-06,20.0,9.41
Toro,Nava del Rey,09:14:00,09:36:00,2024-12-06,tren,2024-12-06,22.0,9.87
Nava del Rey,Medina del Campo,09:36:00,09:47:00,2024-12-06,tren,2024-12-06,11.0,7.32
Medina del Campo,Pozaldez,09:48:00,09:55:00,2024-12-06,tren,2024-12-06,7.0,6.39
Pozaldez,Matapozuelos,09:55:00,10:00:00,2024-12-06,tren,2024-12-06,5.0,5.93
Matapozuelos,Valdestillas,10:00:00,10:06:00,2024-12-06,tren,2024-12-06,6.0,6.16
Valdestillas,Viana de Cega,10:06:00,10:11:00,2024-12-06,tren,2024-12-06,5.0,5.93
Viana de Cega,Valladolid,10:11:00,10:25:00,2024-12-06,tren,2024-12-06,14.0,8.02
Puebla de Sanabria,Manzanal de Arriba,07:30:00,07:44:00,2024-12-07,tren,2024-12-07,14.0,8.02
Manzanal de Arriba,Riofrío de Aliste,07:44:00,08:01:00,2024-12-07,tren,2024-12-07,17.0,8.71
Riofrío de Aliste,Sarracín de Aliste,08:01:00,08:04:00,2024-12-07,tren,2024-12-07,3.0,5.46
Sarracín de Aliste,Riofrío de Aliste,08:05:00,08:11:00,2024-12-07,tren,2024-12-07,6.0,6.16
Riofrío de Aliste,Ferreruela,08:11:00,08:17:00,2024-12-07,tren,2024-12-07,6.0,6.16
Ferreruela,Carbajales de Alba,08:17:00,08:30:00,2024-12-07,tren,2024-12-07,13.0,7.78
Carbajales de Alba,Zamora,08:30:00,08:53:00,2024-12-07,tren,2024-12-07,23.0,10.11
Zamora,Toro,08:54:00,09:14:00,2024-12-07,tren,2024-12-07,20.0,9.41
Toro,Nava del Rey,09:14:00,09:36:00,2024-12-07,tren,2024-12-07,22.0,9.87
Nava del Rey,Medina del Campo,09:36:00,09:47:00,2024-12-07,tren,2024-12-07,11.0,7.32
Medina del Campo,Pozaldez,09:48:00,09:55:00,2024-12-07,tren,2024-12-07,7.0,6.39
Pozaldez,Matapozuelos,09:55:00,10:00:00,2024-12-07,tren,2024-12-07,5.0,5.93
Matapozuelos,Valdestillas,10:00:00,10:06:00,2024-12-07,tren,2024-12-07,6.0,6.16
Valdestillas,Viana de Cega,10:06:00,10:11:00,2024-12-07,tren,2024-12-07,5.0,5.93
Viana de Cega,Valladolid,10:11:00,10:25:00,2024-12-07,tren,2024-12-07,14.0,8.02
Puebla de Sanabria,Manzanal de Arriba,07:30:00,07:44:00,2024-12-09,tren,2024-12-09,14.0,8.02
Manzanal de Arriba,Riofrío de Aliste,07:44:00,08:01:00,2024-12-09,tren,2024-12-09,17.0,8.71
Riofrío de Aliste,Sarracín de Aliste,08:01:00,08:04:00,2024-12-09,tren,2024-12-09,3.0,5.46
Sarracín de Aliste,Riofrío de Aliste,08:05:00,08:11:00,2024-12-09,tren,2024-12-09,6.0,6.16
Riofrío de Aliste,Ferreruela,08:11:00,08:17:00,2024-12-09,tren,2024-12-09,6.0,6.16
Ferreruela,Carbajales de Alba,08:17:00,08:30:00,2024-12-09,tren,2024-12-09,13.0,7.78
Carbajales de Alba,Zamora,08:30:00,08:53:00,2024-12-09,tren,2024-12-09,23.0,10.11
Zamora,Toro,08:54:00,09:14:00,2024-12-09,tren,2024-12-09,20.0,9.41
Toro,Nava del Rey,09:14:00,09:36:00,2024-12-09,tren,2024-12-09,22.0,9.87
Nava del Rey,Medina del Campo,09:36:00,09:47:00,2024-12-09,tren,2024-12-09,11.0,7.32
Medina del Campo,Pozaldez,09:48:00,09:55:00,2024-12-09,tren,2024-12-09,7.0,6.39
Pozaldez,Matapozuelos,09:55:00,10:00:00,2024-12-09,tren,2024-12-09,5.0,5.93
Matapozuelos,Valdestillas,10:00:00,10:06:00,2024-12-09,tren,2024-12-09,6.0,6.16
Valdestillas,Viana de Cega,10:06:00,10:11:00,2024-12-09,tren,2024-12-09,5.0,5.93
Viana de Cega,Valladolid,10:11:00,10:25:00,2024-12-09,tren,2024-12-09,14.0,8.02
Puebla de Sanabria,Manzanal de Arriba,07:30:00,07:44:00,2024-12-10,tren,2024-12-10,14.0,8.02
Manzanal de Arriba,Riofrío de Aliste,07:44:00,08:01:00,2024-12-10,tren,2024-12-10,17.0,8.71
Riofrío de Aliste,Sarracín de Aliste,08:01:00,08:04:00,2024-12-10,tren,2024-12-10,3.0,5.46
Sarracín de Aliste,Riofrío de Aliste,08:05:00,08:11:00,2024-12-10,tren,2024-12-10,6.0,6.16
Riofrío de Aliste,Ferreruela,08:11:00,08:17:00,2024-12-10,tren,2024-12-10,6.0,6.16
Ferreruela,Carbajales de Alba,08:17:00,08:30:00,2024-12-10,tren,2024-12-10,13.0,7.78
Carbajales de Alba,Zamora,08:30:00,08:53:00,2024-12-10,tren,2024-12-10,23.0,10.11
Zamora,Toro,08:54:00,09:14:00,2024-12-10,tren,2024-12-10,20.0,9.41
Toro,Nava del Rey,09:14:00,09:36:00,2024-12-10,tren,2024-12-10,22.0,9.87
Nava del Rey,Medina del Campo,09:36:00,09:47:00,2024-12-10,tren,2024-12-10,11.0,7.32
Medina del Campo,Pozaldez,09:48:00,09:55:00,2024-12-10,tren,2024-12-10,7.0,6.39
Pozaldez,Matapozuelos,09:55:00,10:00:00,2024-12-10,tren,2024-12-10,5.0,5.93
Matapozuelos,Valdestillas,10:00:00,10:06:00,2024-12-10,tren,2024-12-10,6.0,6.16
Valdestillas,Viana de Cega,10:06:00,10:11:00,2024-12-10,tren,2024-12-10,5.0,5.93
Viana de Cega,Valladolid,10:11:00,10:25:00,2024-12-10,tren,2024-12-10,14.0,8.02
Valladolid,Viana de Cega,17:50:00,18:01:00,2024-10-28,tren,2024-10-28,11.0,7.32
Viana de Cega,Valdestillas,18:02:00,18:05:00,2024-10-28,tren,2024-10-28,3.0,5.46
Valdestillas,Matapozuelos,18:06:00,18:12:00,2024-10-28,tren,2024-10-28,6.0,6.16
Matapozuelos,Pozaldez,18:13:00,18:19:00,2024-10-28,tren,2024-10-28,6.0,6.16
Pozaldez,Medina del Campo,18:20:00,18:28:00,2024-10-28,tren,2024-10-28,8.0,6.62
Medina del Campo,Nava del Rey,18:29:00,18:40:00,2024-10-28,tren,2024-10-28,11.0,7.32
Nava del Rey,Toro,18:40:00,19:01:00,2024-10-28,tren,2024-10-28,21.0,9.64
Toro,Zamora,19:01:00,19:22:00,2024-10-28,tren,2024-10-28,21.0,9.64
Zamora,Carbajales de Alba,19:23:00,19:43:00,2024-10-28,tren,2024-10-28,20.0,9.41
Carbajales de Alba,Ferreruela,19:44:00,19:54:00,2024-10-28,tren,2024-10-28,10.0,7.09
Ferreruela,Riofrío de Aliste,19:55:00,20:01:00,2024-10-28,tren,2024-10-28,6.0,6.16
Riofrío de Aliste,Sarracín de Aliste,20:02:00,20:07:00,2024-10-28,tren,2024-10-28,5.0,5.93
Sarracín de Aliste,Riofrío de Aliste,20:08:00,20:12:00,2024-10-28,tren,2024-10-28,4.0,5.7
Riofrío de Aliste,Manzanal de Arriba,20:13:00,20:30:00,2024-10-28,tren,2024-10-28,17.0,8.71
Manzanal de Arriba,Puebla de Sanabria,20:31:00,20:48:00,2024-10-28,tren,2024-10-28,17.0,8.71
Salamanca,Medina del Campo,09:55:00,10:42:00,2024-11-01,tren,2024-11-01,47.0,15.68
Medina del Campo,Valladolid,10:43:00,11:09:00,2024-11-01,tren,2024-11-01,26.0,10.8
Salamanca,Medina del Campo,09:55:00,10:42:00,2024-11-02,tren,2024-11-02,47.0,15.68
Medina del Campo,Valladolid,10:43:00,11:09:00,2024-11-02,tren,2024-11-02,26.0,10.8
Salamanca,Medina del Campo,09:55:00,10:42:00,2024-12-06,tren,2024-12-06,47.0,15.68
Medina del Campo,Valladolid,10:43:00,11:09:00,2024-12-06,tren,2024-12-06,26.0,10.8
Salamanca,Medina del Campo,09:55:00,10:42:00,2024-12-07,tren,2024-12-07,47.0,15.68
Medina del Campo,Valladolid,10:43:00,11:09:00,2024-12-07,tren,2024-12-07,26.0,10.8
Salamanca,Medina del Campo,09:55:00,10:42:00,2024-12-09,tren,2024-12-09,47.0,15.68
Medina del Campo,Valladolid,10:43:00,11:09:00,2024-12-09,tren,2024-12-09,26.0,10.8
Salamanca,Medina del Campo,09:55:00,10:42:00,2024-12-10,tren,2024-12-10,47.0,15.68
Medina del Campo,Valladolid,10:43:00,11:09:00,2024-12-10,tren,2024-12-10,26.0,10.8
Alcázar de San Juan,Manzanares,15:35:00,15:58:00,2024-10-28,tren,2024-10-28,23.0,10.11
Manzanares,Daimiel,15:59:00,16:13:00,2024-10-28,tren,2024-10-28,14.0,8.02
Daimiel,Almagro,16:14:00,16:27:00,2024-10-28,tren,2024-10-28,13.0,7.78
Almagro,Ciudad Real,16:28:00,16:44:00,2024-10-28,tren,2024-10-28,16.0,8.48
Ciudad Real,Puertollano,16:47:00,17:11:00,2024-10-28,tren,2024-10-28,24.0,10.34
Puertollano,Brazatortas,17:12:00,17:27:00,2024-10-28,tren,2024-10-28,15.0,8.25
Brazatortas,Almadenejos,17:27:00,18:07:00,2024-10-28,tren,2024-10-28,40.0,14.05
Almadenejos,Guadalmez,18:08:00,18:34:00,2024-10-28,tren,2024-10-28,26.0,10.8
Guadalmez,Cabeza del Buey,18:34:00,18:58:00,2024-10-28,tren,2024-10-28,24.0,10.34
Cabeza del Buey,Castuera,19:06:00,19:24:00,2024-10-28,tren,2024-10-28,18.0,8.95
Castuera,Campanario,19:25:00,19:37:00,2024-10-28,tren,2024-10-28,12.0,7.55
Campanario,Villanueva de la Serena,19:37:00,19:48:00,2024-10-28,tren,2024-10-28,11.0,7.32
Villanueva de la Serena,Don Benito,19:49:00,19:54:00,2024-10-28,tren,2024-10-28,5.0,5.93
Don Benito,Valdetorres,19:55:00,20:05:00,2024-10-28,tren,2024-10-28,10.0,7.09
Valdetorres,Guareña,20:05:00,20:11:00,2024-10-28,tren,2024-10-28,6.0,6.16
Guareña,Merida,20:12:00,20:35:00,2024-10-28,tren,2024-10-28,23.0,10.11
Merida,La Garrovilla,20:46:00,20:56:00,2024-10-28,tren,2024-10-28,10.0,7.09
La Garrovilla,Montijo,20:56:00,21:04:00,2024-10-28,tren,2024-10-28,8.0,6.62
Montijo,Badajoz,21:08:00,21:28:00,2024-10-28,tren,2024-10-28,20.0,9.41
Alcázar de San Juan,Manzanares,14:24:00,14:47:00,2024-11-09,tren,2024-11-09,23.0,10.11
Manzanares,Daimiel,14:48:00,15:02:00,2024-11-09,tren,2024-11-09,14.0,8.02
Daimiel,Almagro,15:03:00,15:17:00,2024-11-09,tren,2024-11-09,14.0,8.02
Almagro,Ciudad Real,15:18:00,15:34:00,2024-11-09,tren,2024-11-09,16.0,8.48
Ciudad Real,Puertollano,15:45:00,16:25:00,2024-11-09,tren,2024-11-09,40.0,14.05
Puertollano,Brazatortas,16:30:00,16:55:00,2024-11-09,tren,2024-11-09,25.0,10.57
Brazatortas,Almadenejos,17:00:00,17:55:00,2024-11-09,tren,2024-11-09,55.0,17.53
Almadenejos,Guadalmez,18:08:00,18:34:00,2024-11-09,tren,2024-11-09,26.0,10.8
Guadalmez,Cabeza del Buey,18:34:00,18:58:00,2024-11-09,tren,2024-11-09,24.0,10.34
Cabeza del Buey,Castuera,19:06:00,19:24:00,2024-11-09,tren,2024-11-09,18.0,8.95
Castuera,Campanario,19:25:00,19:37:00,2024-11-09,tren,2024-11-09,12.0,7.55
Campanario,Villanueva de la Serena,19:37:00,19:48:00,2024-11-09,tren,2024-11-09,11.0,7.32
Villanueva de la Serena,Don Benito,19:49:00,19:54:00,2024-11-09,tren,2024-11-09,5.0,5.93
Don Benito,Valdetorres,19:55:00,20:05:00,2024-11-09,tren,2024-11-09,10.0,7.09
Valdetorres,Guareña,20:05:00,20:11:00,2024-11-09,tren,2024-11-09,6.0,6.16
