ciudad_origen,ciudad_destino,horario_inicio,horario_final,dia_inicio,tipo,dia_final,duracion_viaje,precio
Figueres,Perpignan,17:33:00,17:56:00,2025-01-10,tren,2025-01-10,23.0,10.11
Perpignan,Narbonne,18:09:00,18:44:00,2025-01-10,tren,2025-01-10,35.0,12.89
Narbonne,Montpellier,18:47:00,19:52:00,2025-01-10,tren,2025-01-10,65.0,19.85
Montpellier,Nîmes,20:07:00,20:29:00,2025-01-10,tren,2025-01-10,22.0,9.87
Nîmes,Avignon,20:33:00,20:55:00,2025-01-10,tren,2025-01-10,22.0,9.87
Avignon,Aix-en-Provence,20:58:00,21:17:00,2025-01-10,tren,2025-01-10,19.0,9.18
Aix-en-Provence,Marseille,21:20:00,21:29:00,2025-01-10,tren,2025-01-10,9.0,6.86
Madrid,Valdeluz,13:25:00,13:48:00,2025-01-11,tren,2025-01-11,23.0,10.11
Valdeluz,Zaragoza,13:50:00,14:47:00,2025-01-11,tren,2025-01-11,57.0,18.0
Zaragoza,la Secuita,14:50:00,15:44:00,2025-01-11,tren,2025-01-11,54.0,17.3
la Secuita,Barcelona,15:46:00,16:22:00,2025-01-11,tren,2025-01-11,36.0,13.12
Barcelona,Gerona,16:34:00,17:13:00,2025-01-11,tren,2025-01-11,39.0,13.82
Gerona,Figueres,17:16:00,17:30:00,2025-01-11,tren,2025-01-11,14.0,8.02
Figueres,Perpignan,17:33:00,18:00:00,2025-01-11,tren,2025-01-11,27.0,11.03
Perpignan,Narbonne,18:06:00,18:44:00,2025-01-11,tren,2025-01-11,38.0,13.59
Narbonne,Montpellier,18:47:00,19:52:00,2025-01-11,tren,2025-01-11,65.0,19.85
Montpellier,Nîmes,20:02:00,20:29:00,2025-01-11,tren,2025-01-11,27.0,11.03
Nîmes,Avignon,20:33:00,20:55:00,2025-01-11,tren,2025-01-11,22.0,9.87
Avignon,Aix-en-Provence,20:58:00,21:17:00,2025-01-11,tren,2025-01-11,19.0,9.18
Aix-en-Provence,Marseille,21:20:00,21:29:00,2025-01-11,tren,2025-01-11,9.0,6.86
Madrid,Valdeluz,13:25:00,13:48:00,2025-01-12,tren,2025-01-12,23.0,10.11
Valdeluz,Zaragoza,13:50:00,14:47:00,2025-01-12,tren,2025-01-12,57.0,18.0
Zaragoza,la Secuita,14:50:00,15:44:00,2025-01-12,tren,2025-01-12,54.0,17.3
la Secuita,Barcelona,15:46:00,16:22:00,2025-01-12,tren,2025-01-12,36.0,13.12
Barcelona,Gerona,16:34:00,17:13:00,2025-01-12,tren,2025-01-12,39.0,13.82
Gerona,Figueres,17:16:00,17:30:00,2025-01-12,tren,2025-01-12,14.0,8.02
Figueres,Perpignan,17:33:00,18:00:00,2025-01-12,tren,2025-01-12,27.0,11.03
Perpignan,Narbonne,18:06:00,18:44:00,2025-01-12,tren,2025-01-12,38.0,13.59
Narbonne,Montpellier,18:47:00,19:52:00,2025-01-12,tren,2025-01-12,65.0,19.85
Montpellier,Nîmes,20:07:00,20:29:00,2025-01-12,tren,2025-01-12,22.0,9.87
Nîmes,Avignon,20:33:00,20:55:00,2025-01-12,tren,2025-01-12,22.0,9.87
Avignon,Aix-en-Provence,20:58:00,21:17:00,2025-01-12,tren,2025-01-12,19.0,9.18
Aix-en-Provence,Marseille,21:20:00,21:32:00,2025-01-12,tren,2025-01-12,12.0,7.55
Madrid,Valdeluz,13:25:00,13:48:00,2025-01-13,tren,2025-01-13,23.0,10.11
Valdeluz,Zaragoza,13:50:00,14:47:00,2025-01-13,tren,2025-01-13,57.0,18.0
Zaragoza,la Secuita,14:50:00,15:44:00,2025-01-13,tren,2025-01-13,54.0,17.3
la Secuita,Barcelona,15:46:00,16:22:00,2025-01-13,tren,2025-01-13,36.0,13.12
Barcelona,Gerona,16:34:00,17:13:00,2025-01-13,tren,2025-01-13,39.0,13.82
Gerona,Figueres,17:16:00,17:30:00,2025-01-13,tren,2025-01-13,14.0,8.02
Figueres,Perpignan,17:33:00,17:56:00,2025-01-13,tren,2025-01-13,23.0,10.11
Perpignan,Narbonne,18:09:00,18:44:00,2025-01-13,tren,2025-01-13,35.0,12.89
Narbonne,Montpellier,18:47:00,19:52:00,2025-01-13,tren,2025-01-13,65.0,19.85
Montpellier,Nîmes,20:07:00,20:29:00,2025-01-13,tren,2025-01-13,22.0,9.87
Nîmes,Avignon,20:33:00,20:55:00,2025-01-13,tren,2025-01-13,22.0,9.87
Avignon,Aix-en-Provence,20:58:00,21:17:00,2025-01-13,tren,2025-01-13,19.0,9.18
Aix-en-Provence,Marseille,21:20:00,21:29:00,2025-01-13,tren,2025-01-13,9.0,6.86
Madrid,Valdeluz,13:25:00,13:48:00,2025-01-14,tren,2025-01-14,23.0,10.11
Valdeluz,Zaragoza,13:50:00,14:47:00,2025-01-14,tren,2025-01-14,57.0,18.0
Zaragoza,la Secuita,14:50:00,15:44:00,2025-01-14,tren,2025-01-14,54.0,17.3
la Secuita,Barcelona,15:46:00,16:22:00,2025-01-14,tren,2025-01-14,36.0,13.12
Barcelona,Gerona,16:34:00,17:13:00,2025-01-14,tren,2025-01-14,39.0,13.82
Gerona,Figueres,17:16:00,17:30:00,2025-01-14,tren,2025-01-14,14.0,8.02
Figueres,Perpignan,17:33:00,17:56:00,2025-01-14,tren,2025-01-14,23.0,10.11
Perpignan,Narbonne,18:09:00,18:44:00,2025-01-14,tren,2025-01-14,35.0,12.89
Narbonne,Montpellier,18:47:00,19:52:00,2025-01-14,tren,2025-01-14,65.0,19.85
Montpellier,Nîmes,20:07:00,20:29:00,2025-01-14,tren,2025-01-14,22.0,9.87
Nîmes,Avignon,20:33:00,20:55:00,2025-01-14,tren,2025-01-14,22.0,9.87
Avignon,Aix-en-Provence,20:58:00,21:17:00,2025-01-14,tren,2025-01-14,19.0,9.18
Aix-en-Provence,Marseille,21:20:00,21:29:00,2025-01-14,tren,2025-01-14,9.0,6.86
Madrid,Valdeluz,13:25:00,13:48:00,2025-01-15,tren,2025-01-15,23.0,10.11
Valdeluz,Zaragoza,13:50:00,14:47:00,2025-01-15,tren,2025-01-15,57.0,18.0
Zaragoza,la Secuita,14:50:00,15:44:00,2025-01-15,tren,2025-01-15,54.0,17.3
la Secuita,Barcelona,15:46:00,16:22:00,2025-01-15,tren,2025-01-15,36.0,13.12
Barcelona,Gerona,16:34:00,17:13:00,2025-01-15,tren,2025-01-15,39.0,13.82
Gerona,Figueres,17:16:00,17:30:00,2025-01-15,tren,2025-01-15,14.0,8.02
Figueres,Perpignan,17:33:00,17:56:00,2025-01-15,tren,2025-01-15,23.0,10.11
Perpignan,Narbonne,18:09:00,18:44:00,2025-01-15,tren,2025-01-15,35.0,12.89
Narbonne,Montpellier,18:47:00,19:52:00,2025-01-15,tren,2025-01-15,65.0,19.85
Montpellier,Nîmes,20:07:00,20:29:00,2025-01-15,tren,2025-01-15,22.0,9.87
Nîmes,Avignon,20:33:00,20:55:00,2025-01-15,tren,2025-01-15,22.0,9.87
Avignon,Aix-en-Provence,20:58:00,21:17:00,2025-01-15,tren,2025-01-15,19.0,9.18
Aix-en-Provence,Marseille,21:20:00,21:29:00,2025-01-15,tren,2025-01-15,9.0,6.86
Madrid,Valdeluz,13:25:00,13:48:00,2025-01-16,tren,2025-01-16,23.0,10.11
Valdeluz,Zaragoza,13:50:00,14:47:00,2025-01-16,tren,2025-01-16,57.0,18.0
Zaragoza,la Secuita,14:50:00,15:44:00,2025-01-16,tren,2025-01-16,54.0,17.3
la Secuita,Barcelona,15:46:00,16:22:00,2025-01-16,tren,2025-01-16,36.0,13.12
Barcelona,Gerona,16:34:00,17:13:00,2025-01-16,tren,2025-01-16,39.0,13.82
Gerona,Figueres,17:16:00,17:30:00,2025-01-16,tren,2025-01-16,14.0,8.02
Figueres,Perpignan,17:33:00,17:56:00,2025-01-16,tren,2025-01-16,23.0,10.11
Perpignan,Narbonne,18:09:00,18:44:00,2025-01-16,tren,2025-01-16,35.0,12.89
Narbonne,Montpellier,18:47:00,19:52:00,2025-01-16,tren,2025-01-16,65.0,19.85
Montpellier,Nîmes,20:07:00,20:29:00,2025-01-16,tren,2025-01-16,22.0,9.87
Nîmes,Avignon,20:33:00,20:55:00,2025-01-16,tren,2025-01-16,22.0,9.87
Avignon,Aix-en-Provence,20:58:00,21:17:00,2025-01-16,tren,2025-01-16,19.0,9.18
Aix-en-Provence,Marseille,21:20:00,21:29:00,2025-01-16,tren,2025-01-16,9.0,6.86
Madrid,Valdeluz,13:25:00,13:48:00,2025-01-17,tren,2025-01-17,23.0,10.11
Valdeluz,Zaragoza,13:50:00,14:47:00,2025-01-17,tren,2025-01-17,57.0,18.0
Zaragoza,la Secuita,14:50:00,15:44:00,2025-01-17,tren,2025-01-17,54.0,17.3
la Secuita,Barcelona,15:46:00,16:22:00,2025-01-17,tren,2025-01-17,36.0,13.12
Barcelona,Gerona,16:34:00,17:13:00,2025-01-17,tren,2025-01-17,39.0,13.82
Gerona,Figueres,17:16:00,17:30:00,2025-01-17,tren,2025-01-17,14.0,8.02
Figueres,Perpignan,17:33:00,17:56:00,2025-01-17,tren,2025-01-17,23.0,10.11
Perpignan,Narbonne,18:09:00,18:44:00,2025-01-17,tren,2025-01-17,35.0,12.89
Narbonne,Montpellier,18:47:00,19:52:00,2025-01-17,tren,2025-01-17,65.0,19.85
Montpellier,Nîmes,20:07:00,20:29:00,2025-01-17,tren,2025-01-17,22.0,9.87
Nîmes,Avignon,20:33:00,20:55:00,2025-01-17,tren,2025-01-17,22.0,9.87
Avignon,Aix-en-Provence,20:58:00,21:17:00,2025-01-17,tren,2025-01-17,19.0,9.18
Aix-en-Provence,Marseille,21:20:00,21:29:00,2025-01-17,tren,2025-01-17,9.0,6.86
Madrid,Valdeluz,13:25:00,13:48:00,2025-01-18,tren,2025-01-18,23.0,10.11
Valdeluz,Zaragoza,13:50:00,14:47:00,2025-01-18,tren,2025-01-18,57.0,18.0
Zaragoza,la Secuita,14:50:00,15:44:00,2025-01-18,tren,2025-01-18,54.0,17.3
la Secuita,Barcelona,15:46:00,16:22:00,2025-01-18,tren,2025-01-18,36.0,13.12
Barcelona,Gerona,16:34:00,17:13:00,2025-01-18,tren,2025-01-18,39.0,13.82
Gerona,Figueres,17:16:00,17:30:00,2025-01-18,tren,2025-01-18,14.0,8.02
Figueres,Perpignan,17:33:00,18:00:00,2025-01-18,tren,2025-01-18,27.0,11.03
Perpignan,Narbonne,18:06:00,18:44:00,2025-01-18,tren,2025-01-18,38.0,13.59
Narbonne,Montpellier,18:47:00,19:52:00,2025-01-18,tren,2025-01-18,65.0,19.85
Montpellier,Nîmes,20:02:00,20:29:00,2025-01-18,tren,2025-01-18,27.0,11.03
Nîmes,Avignon,20:33:00,20:55:00,2025-01-18,tren,2025-01-18,22.0,9.87
Avignon,Aix-en-Provence,20:58:00,21:17:00,2025-01-18,tren,2025-01-18,19.0,9.18
Aix-en-Provence,Marseille,21:20:00,21:29:00,2025-01-18,tren,2025-01-18,9.0,6.86
Madrid,Valdeluz,13:25:00,13:48:00,2025-01-19,tren,2025-01-19,23.0,10.11
Valdeluz,Zaragoza,13:50:00,14:47:00,2025-01-19,tren,2025-01-19,57.0,18.0
Zaragoza,la Secuita,14:50:00,15:44:00,2025-01-19,tren,2025-01-19,54.0,17.3
la Secuita,Barcelona,15:46:00,16:22:00,2025-01-19,tren,2025-01-19,36.0,13.12
Barcelona,Gerona,16:34:00,17:13:00,2025-01-19,tren,2025-01-19,39.0,13.82
Gerona,Figueres,17:16:00,17:30:00,2025-01-19,tren,2025-01-19,14.0,8.02
Figueres,Perpignan,17:33:00,18:00:00,2025-01-19,tren,2025-01-19,27.0,11.03
Perpignan,Narbonne,18:06:00,18:44:00,2025-01-19,tren,2025-01-19,38.0,13.59
Narbonne,Montpellier,18:47:00,19:52:00,2025-01-19,tren,2025-01-19,65.0,19.85
Montpellier,Nîmes,20:07:00,20:29:00,2025-01-19,tren,2025-01-19,22.0,9.87
Nîmes,Avignon,20:33:00,20:55:00,2025-01-19,tren,2025-01-19,22.0,9.87
Avignon,Aix-en-Provence,20:58:00,21:17:00,2025-01-19,tren,2025-01-19,19.0,9.18
Aix-en-Provence,Marseille,21:20:00,21:32:00,2025-01-19,tren,2025-01-19,12.0,7.55
Madrid,Valdeluz,13:25:00,13:48:00,2025-01-20,tren,2025-01-20,23.0,10.11
Valdeluz,Zaragoza,13:50:00,14:47:00,2025-01-20,tren,2025-01-20,57.0,18.0
Zaragoza,la Secuita,14:50:00,15:44:00,2025-01-20,tren,2025-01-20,54.0,17.3
la Secuita,Barcelona,15:46:00,16:22:00,2025-01-20,tren,2025-01-20,36.0,13.12
Barcelona,Gerona,16:34:00,17:13:00,2025-01-20,tren,2025-01-20,39.0,13.82
Gerona,Figueres,17:16:00,17:30:00,2025-01-20,tren,2025-01-20,14.0,8.02
Figueres,Perpignan,17:33:00,17:56:00,2025-01-20,tren,2025-01-20,23.0,10.11
Perpignan,Narbonne,18:09:00,18:44:00,2025-01-20,tren,2025-01-20,35.0,12.89
Narbonne,Montpellier,18:47:00,19:52:00,2025-01-20,tren,2025-01-20,65.0,19.85
Montpellier,Nîmes,20:07:00,20:29:00,2025-01-20,tren,2025-01-20,22.0,9.87
Nîmes,Avignon,20:33:00,20:55:00,2025-01-20,tren,2025-01-20,22.0,9.87
Avignon,Aix-en-Provence,20:58:00,21:17:00,2025-01-20,tren,2025-01-20,19.0,9.18
Aix-en-Provence,Marseille,21:20:00,21:29:00,2025-01-20,tren,2025-01-20,9.0,6.86
Madrid,Valdeluz,13:25:00,13:48:00,2025-01-21,tren,2025-01-21,23.0,10.11
Valdeluz,Zaragoza,13:50:00,14:47:00,2025-01-21,tren,2025-01-21,57.0,18.0
Zaragoza,la Secuita,14:50:00,15:44:00,2025-01-21,tren,2025-01-21,54.0,17.3
la Secuita,Barcelona,15:46:00,16:22:00,2025-01-21,tren,2025-01-21,36.0,13.12
Barcelona,Gerona,16:34:00,17:13:00,2025-01-21,tren,2025-01-21,39.0,13.82
Gerona,Figueres,17:16:00,17:30:00,2025-01-21,tren,2025-01-21,14.0,8.02
Figueres,Perpignan,17:33:00,17:56:00,2025-01-21,tren,2025-01-21,23.0,10.11
Perpignan,Narbonne,18:09:00,18:44:00,2025-01-21,tren,2025-01-21,35.0,12.89
Narbonne,Montpellier,18:47:00,19:52:00,2025-01-21,tren,2025-01-21,65.0,19.85
Montpellier,Nîmes,20:07:00,20:29:00,2025-01-21,tren,2025-01-21,22.0,9.87
Nîmes,Avignon,20:33:00,20:55:00,2025-01-21,tren,2025-01-21,22.0,9.87
Avignon,Aix-en-Provence,20:58:00,21:17:00,2025-01-21,tren,2025-01-21,19.0,9.18
Aix-en-Provence,Marseille,21:20:00,21:29:00,2025-01-21,tren,2025-01-21,9.0,6.86
Madrid,Valdeluz,13:25:00,13:48:00,2025-01-22,tren,2025-01-22,23.0,10.11
Valdeluz,Zaragoza,13:50:00,14:47:00,2025-01-22,tren,2025-01-22,57.0,18.0
Zaragoza,la Secuita,14:50:00,15:44:00,2025-01-22,tren,2025-01-22,54.0,17.3
la Secuita,Barcelona,15:46:00,16:22:00,2025-01-22,tren,2025-01-22,36.0,13.12
Barcelona,Gerona,16:34:00,17:13:00,2025-01-22,tren,2025-01-22,39.0,13.82
Gerona,Figueres,17:16:00,17:30:00,2025-01-22,tren,2025-01-22,14.0,8.02
Figueres,Perpignan,17:33:00,17:56:00,2025-01-22,tren,2025-01-22,23.0,10.11
Perpignan,Narbonne,18:09:00,18:44:00,2025-01-22,tren,2025-01-22,35.0,12.89
Narbonne,Montpellier,18:47:00,19:52:00,2025-01-22,tren,2025-01-22,65.0,19.85
Montpellier,Nîmes,20:07:00,20:29:00,2025-01-22,tren,2025-01-22,22.0,9.87
Nîmes,Avignon,20:33:00,20:55:00,2025-01-22,tren,2025-01-22,22.0,9.87
Avignon,Aix-en-Provence,20:58:00,21:17:00,2025-01-22,tren,2025-01-22,19.0,9.18
Aix-en-Provence,Marseille,21:20:00,21:29:00,2025-01-22,tren,2025-01-22,9.0,6.86
Madrid,Valdeluz,13:25:00,13:48:00,2025-01-23,tren,2025-01-23,23.0,10.11
Valdeluz,Zaragoza,13:50:00,14:47:00,2025-01-23,tren,2025-01-23,57.0,18.0
Zaragoza,la Secuita,14:50:00,15:44:00,2025-01-23,tren,2025-01-23,54.0,17.3
la Secuita,Barcelona,15:46:00,16:22:00,2025-01-23,tren,2025-01-23,36.0,13.12
Barcelona,Gerona,16:34:00,17:13:00,2025-01-23,tren,2025-01-23,39.0,13.82
Gerona,Figueres,17:16:00,17:30:00,2025-01-23,tren,2025-01-23,14.0,8.02
Figueres,Perpignan,17:33:00,17:56:00,2025-01-23,tren,2025-01-23,23.0,10.11
Perpignan,Narbonne,18:09:00,18:44:00,2025-01-23,tren,2025-01-23,35.0,12.89
Narbonne,Montpellier,18:47:00,19:52:00,2025-01-23,tren,2025-01-23,65.0,19.85
Montpellier,Nîmes,20:07:00,20:29:00,2025-01-23,tren,2025-01-23,22.0,9.87
Nîmes,Avignon,20:33:00,20:55:00,2025-01-23,tren,2025-01-23,22.0,9.87
Avignon,Aix-en-Provence,20:58:00,21:17:00,2025-01-23,tren,2025-01-23,19.0,9.18
Aix-en-Provence,Marseille,21:20:00,21:29:00,2025-01-23,tren,2025-01-23,9.0,6.86
Madrid,Valdeluz,13:25:00,13:48:00,2025-01-24,tren,2025-01-24,23.0,10.11
Valdeluz,Zaragoza,13:50:00,14:47:00,2025-01-24,tren,2025-01-24,57.0,18.0
Zaragoza,la Secuita,14:50:00,15:44:00,2025-01-24,tren,2025-01-24,54.0,17.3
la Secuita,Barcelona,15:46:00,16:22:00,2025-01-24,tren,2025-01-24,36.0,13.12
Barcelona,Gerona,16:34:00,17:13:00,2025-01-24,tren,2025-01-24,39.0,13.82
Gerona,Figueres,17:16:00,17:30:00,2025-01-24,tren,2025-01-24,14.0,8.02
Figueres,Perpignan,17:33:00,17:56:00,2025-01-24,tren,2025-01-24,23.0,10.11
Perpignan,Narbonne,18:09:00,18:44:00,2025-01-24,tren,2025-01-24,35.0,12.89
Narbonne,Montpellier,18:47:00,19:52:00,2025-01-24,tren,2025-01-24,65.0,19.85
Montpellier,Nîmes,20:07:00,20:29:00,2025-01-24,tren,2025-01-24,22.0,9.87
Nîmes,Avignon,20:33:00,20:55:00,2025-01-24,tren,2025-01-24,22.0,9.87
Avignon,Aix-en-Provence,20:58:00,21:17:00,2025-01-24,tren,2025-01-24,19.0,9.18
Aix-en-Provence,Marseille,21:20:00,21:29:00,2025-01-24,tren,2025-01-24,9.0,6.86
Madrid,Valdeluz,13:25:00,13:48:00,2025-01-25,tren,2025-01-25,23.0,10.11
Valdeluz,Zaragoza,13:50:00,14:47:00,2025-01-25,tren,2025-01-25,57.0,18.0
Zaragoza,la Secuita,14:50:00,15:44:00,2025-01-25,tren,2025-01-25,54.0,17.3
la Secuita,Barcelona,15:46:00,16:22:00,2025-01-25,tren,2025-01-25,36.0,13.12
Barcelona,Gerona,16:34:00,17:13:00,2025-01-25,tren,2025-01-25,39.0,13.82
Gerona,Figueres,17:16:00,17:30:00,2025-01-25,tren,2025-01-25,14.0,8.02
Figueres,Perpignan,17:33:00,18:00:00,2025-01-25,tren,2025-01-25,27.0,11.03
Perpignan,Narbonne,18:06:00,18:44:00,2025-01-25,tren,2025-01-25,38.0,13.59
Narbonne,Montpellier,18:47:00,19:52:00,2025-01-25,tren,2025-01-25,65.0,19.85
Montpellier,Nîmes,20:02:00,20:29:00,2025-01-25,tren,2025-01-25,27.0,11.03
Nîmes,Avignon,20:33:00,20:55:00,2025-01-25,tren,2025-01-25,22.0,9.87
Avignon,Aix-en-Provence,20:58:00,21:17:00,2025-01-25,tren,2025-01-25,19.0,9.18
Aix-en-Provence,Marseille,21:20:00,21:29:00,2025-01-25,tren,2025-01-25,9.0,6.86
Madrid,Valdeluz,13:25:00,13:48:00,2025-01-26,tren,2025-01-26,23.0,10.11
Valdeluz,Zaragoza,13:50:00,14:47:00,2025-01-26,tren,2025-01-26,57.0,18.0
Zaragoza,la Secuita,14:50:00,15:44:00,2025-01-26,tren,2025-01-26,54.0,17.3
la Secuita,Barcelona,15:46:00,16:22:00,2025-01-26,tren,2025-01-26,36.0,13.12
Barcelona,Gerona,16:34:00,17:13:00,2025-01-26,tren,2025-01-26,39.0,13.82
Gerona,Figueres,17:16:00,17:30:00,2025-01-26,tren,2025-01-26,14.0,8.02
Figueres,Perpignan,17:33:00,18:00:00,2025-01-26,tren,2025-01-26,27.0,11.03
Perpignan,Narbonne,18:06:00,18:44:00,2025-01-26,tren,2025-01-26,38.0,13.59
Narbonne,Montpellier,18:47:00,19:52:00,2025-01-26,tren,2025-01-26,65.0,19.85
Montpellier,Nîmes,20:07:00,20:29:00,2025-01-26,tren,2025-01-26,22.0,9.87
Nîmes,Avignon,20:33:00,20:55:00,2025-01-26,tren,2025-01-26,22.0,9.87
Avignon,Aix-en-Provence,20:58:00,21:17:00,2025-01-26,tren,2025-01-26,19.0,9.18
Aix-en-Provence,Marseille,21:20:00,21:32:00,2025-01-26,tren,2025-01-26,12.0,7.55
Madrid,Valdeluz,13:25:00,13:48:00,2025-01-27,tren,2025-01-27,23.0,10.11
Valdeluz,Zaragoza,13:50:00,14:47:00,2025-01-27,tren,2025-01-27,57.0,18.0
Zaragoza,la Secuita,14:50:00,15:44:00,2025-01-27,tren,2025-01-27,54.0,17.3
la Secuita,Barcelona,15:46:00,16:22:00,2025-01-27,tren,2025-01-27,36.0,13.12
Barcelona,Gerona,16:34:00,17:13:00,2025-01-27,tren,2025-01-27,39.0,13.82
Gerona,Figueres,17:16:00,17:30:00,2025-01-27,tren,2025-01-27,14.0,8.02
Figueres,Perpignan,17:33:00,17:56:00,2025-01-27,tren,2025-01-27,23.0,10.11
Perpignan,Narbonne,18:09:00,18:44:00,2025-01-27,tren,2025-01-27,35.0,12.89
Narbonne,Montpellier,18:47:00,19:52:00,2025-01-27,tren,2025-01-27,65.0,19.85
Montpellier,Nîmes,20:07:00,20:29:00,2025-01-27,tren,2025-01-27,22.0,9.87
Nîmes,Avignon,20:33:00,20:55:00,2025-01-27,tren,2025-01-27,22.0,9.87
Avignon,Aix-en-Provence,20:58:00,21:17:00,2025-01-27,tren,2025-01-27,19.0,9.18
Aix-en-Provence,Marseille,21:20:00,21:29:00,2025-01-27,tren,2025-01-27,9.0,6.86
Madrid,Valdeluz,13:25:00,13:48:00,2025-01-28,tren,2025-01-28,23.0,10.11
Valdeluz,Zaragoza,13:50:00,14:47:00,2025-01-28,tren,2025-01-28,57.0,18.0
Zaragoza,la Secuita,14:50:00,15:44:00,2025-01-28,tren,2025-01-28,54.0,17.3
la Secuita,Barcelona,15:46:00,16:22:00,2025-01-28,tren,2025-01-28,36.0,13.12
Barcelona,Gerona,16:34:00,17:13:00,2025-01-28,tren,2025-01-28,39.0,13.82
Gerona,Figueres,17:16:00,17:30:00,2025-01-28,tren,2025-01-28,14.0,8.02
Figueres,Perpignan,17:33:00,17:56:00,2025-01-28,tren,2025-01-28,23.0,10.11
Perpignan,Narbonne,18:09:00,18:44:00,2025-01-28,tren,2025-01-28,35.0,12.89
Narbonne,Montpellier,18:47:00,19:52:00,2025-01-28,tren,2025-01-28,65.0,19.85
Montpellier,Nîmes,20:07:00,20:29:00,2025-01-28,tren,2025-01-28,22.0,9.87
Nîmes,Avignon,20:33:00,20:55:00,2025-01-28,tren,2025-01-28,22.0,9.87
Avignon,Aix-en-Provence,20:58:00,21:17:00,2025-01-28,tren,2025-01-28,19.0,9.18
Aix-en-Provence,Marseille,21:20:00,21:29:00,2025-01-28,tren,2025-01-28,9.0,6.86
Madrid,Valdeluz,13:25:00,13:48:00,2025-01-29,tren,2025-01-29,23.0,10.11
Valdeluz,Zaragoza,13:50:00,14:47:00,2025-01-29,tren,2025-01-29,57.0,18.0
Zaragoza,la Secuita,14:50:00,15:44:00,2025-01-29,tren,2025-01-29,54.0,17.3
la Secuita,Barcelona,15:46:00,16:22:00,2025-01-29,tren,2025-01-29,36.0,13.12
Barcelona,Gerona,16:34:00,17:13:00,2025-01-29,tren,2025-01-29,39.0,13.82
Gerona,Figueres,17:16:00,17:30:00,2025-01-29,tren,2025-01-29,14.0,8.02
Figueres,Perpignan,17:33:00,17:56:00,2025-01-29,tren,2025-01-29,23.0,10.11
Perpignan,Narbonne,18:09:00,18:44:00,2025-01-29,tren,2025-01-29,35.0,12.89
Narbonne,Montpellier,18:47:00,19:52:00,2025-01-29,tren,2025-01-29,65.0,19.85
Montpellier,Nîmes,20:07:00,20:29:00,2025-01-29,tren,2025-01-29,22.0,9.87
Nîmes,Avignon,20:33:00,20:55:00,2025-01-29,tren,2025-01-29,22.0,9.87
Avignon,Aix-en-Provence,20:58:00,21:17:00,2025-01-29,tren,2025-01-29,19.0,9.18
Aix-en-Provence,Marseille,21:20:00,21:29:00,2025-01-29,tren,2025-01-29,9.0,6.86
Madrid,Valdeluz,13:25:00,13:48:00,2025-01-30,tren,2025-01-30,23.0,10.11
Valdeluz,Zaragoza,13:50:00,14:47:00,2025-01-30,tren,2025-01-30,57.0,18.0
Zaragoza,la Secuita,14:50:00,15:44:00,2025-01-30,tren,2025-01-30,54.0,17.3
la Secuita,Barcelona,15:46:00,16:22:00,2025-01-30,tren,2025-01-30,36.0,13.12
Barcelona,Gerona,16:34:00,17:13:00,2025-01-30,tren,2025-01-30,39.0,13.82
Gerona,Figueres,17:16:00,17:30:00,2025-01-30,tren,2025-01-30,14.0,8.02
Figueres,Perpignan,17:33:00,17:56:00,2025-01-30,tren,2025-01-30,23.0,10.11
Perpignan,Narbonne,18:09:00,18:44:00,2025-01-30,tren,2025-01-30,35.0,12.89
Narbonne,Montpellier,18:47:00,19:52:00,2025-01-30,tren,2025-01-30,65.0,19.85
Montpellier,Nîmes,20:07:00,20:29:00,2025-01-30,tren,2025-01-30,22.0,9.87
Nîmes,Avignon,20:33:00,20:55:00,2025-01-30,tren,2025-01-30,22.0,9.87
Avignon,Aix-en-Provence,20:58:00,21:17:00,2025-01-30,tren,2025-01-30,19.0,9.18
Aix-en-Provence,Marseille,21:20:00,21:29:00,2025-01-30,tren,2025-01-30,9.0,6.86
Madrid,Valdeluz,13:25:00,13:48:00,2025-01-31,tren,2025-01-31,23.0,10.11
Valdeluz,Zaragoza,13:50:00,14:47:00,2025-01-31,tren,2025-01-31,57.0,18.0
Zaragoza,la Secuita,14:50:00,15:44:00,2025-01-31,tren,2025-01-31,54.0,17.3
la Secuita,Barcelona,15:46:00,16:22:00,2025-01-31,tren,2025-01-31,36.0,13.12
Barcelona,Gerona,16:34:00,17:13:00,2025-01-31,tren,2025-01-31,39.0,13.82
Gerona,Figueres,17:16:00,17:30:00,2025-01-31,tren,2025-01-31,14.0,8.02
Figueres,Perpignan,17:33:00,17:56:00,2025-01-31,tren,2025-01-31,23.0,10.11
Perpignan,Narbonne,18:09:00,18:44:00,2025-01-31,tren,2025-01-31,35.0,12.89
Narbonne,Montpellier,18:47:00,19:52:00,2025-01-31,tren,2025-01-31,65.0,19.85
Montpellier,Nîmes,20:07:00,20:29:00,2025-01-31,tren,2025-01-31,22.0,9.87
Nîmes,Avignon,20:33:00,20:55:00,2025-01-31,tren,2025-01-31,22.0,9.87
Avignon,Aix-en-Provence,20:58:00,21:17:00,2025-01-31,tren,2025-01-31,19.0,9.18
Aix-en-Provence,Marseille,21:20:00,21:29:00,2025-01-31,tren,2025-01-31,9.0,6.86
Madrid,Valdeluz,13:25:00,13:48:00,2025-02-01,tren,2025-02-01,23.0,10.11
Valdeluz,Zaragoza,13:50:00,14:47:00,2025-02-01,tren,2025-02-01,57.0,18.0
